idSesion,nivelEducativo,disciplina,fechaSesion,duracionMinutos,totalPrompts,tipoTarea,nivelAsistenciaIA,resultadoFinal,usoPosterior,satisfaccion
SESSION00254,Posgrado,Negocios,13/01/2025,23.44,6,Programación,5,Tarea completada,Sí,5.0
SESSION00255,Pregrado,Matemáticas,29/05/2025,19.44,7,Lluvia de ideas,4,Idea desarrollada,Sí,3.8
SESSION00256,Pregrado,Negocios,08/10/2024,12.1,2,Estudio,5,Idea desarrollada,Sí,4.7
SESSION00257,Pregrado,Ciencias de la Computación,02/02/2025,32.53,11,Estudio,3,Idea desarrollada,Sí,2.1
SESSION00258,Posgrado,Psicología,28/04/2025,11.69,4,Ayuda en tareas,3,Tarea completada,Sí,2.6
SESSION00259,Secundaria,Psicología,03/04/2025,36.98,9,Redacción,4,Confundido,No,4.6
SESSION00260,Pregrado,Biología,21/04/2025,5.58,1,Redacción,4,Tarea completada,Sí,4.7
SESSION00261,Posgrado,Historia,16/05/2025,27.09,6,Estudio,3,Idea desarrollada,Sí,2.5
SESSION00262,Posgrado,Ciencias de la Computación,04/09/2024,10.34,4,Programación,3,Abandonó,No,2.5
SESSION00263,Pregrado,Biología,01/01/2025,67.56,21,Redacción,3,Tarea completada,No,3.8
SESSION00264,Pregrado,Matemáticas,22/01/2025,17.13,6,Estudio,4,Abandonó,No,3.8
SESSION00265,Pregrado,Ingeniería,24/09/2024,3.64,1,Redacción,4,Confundido,No,3.7
SESSION00266,Pregrado,Matemáticas,17/07/2024,12.54,4,Redacción,3,Idea desarrollada,No,3.0
SESSION00267,Pregrado,Ciencias de la Computación,07/12/2024,2.32,1,Redacción,2,Tarea completada,Sí,2.3
SESSION00268,Pregrado,Ingeniería,13/09/2024,10.81,2,Programación,5,Tarea completada,Sí,5.0
SESSION00269,Pregrado,Ciencias de la Computación,17/02/2025,20.42,5,Programación,4,Tarea completada,Sí,2.5
SESSION00270,Secundaria,Ciencias de la Computación,09/03/2025,16.65,3,Programación,4,Tarea completada,Sí,4.8
SESSION00271,Posgrado,Ciencias de la Computación,21/11/2024,37.77,11,Redacción,3,Tarea completada,Sí,3.9
SESSION00272,Posgrado,Psicología,06/09/2024,2.61,1,Redacción,4,Tarea completada,Sí,5.0
SESSION00273,Secundaria,Historia,10/05/2025,9.13,4,Programación,5,Tarea completada,No,4.1
SESSION00274,Pregrado,Ingeniería,14/01/2025,8.67,3,Programación,4,Tarea completada,Sí,4.2
SESSION00275,Pregrado,Ciencias de la Computación,15/10/2024,5.8,1,Programación,3,Tarea completada,Sí,3.4
SESSION00276,Pregrado,Historia,04/11/2024,13.93,6,Programación,4,Confundido,No,4.1
SESSION00277,Posgrado,Biología,15/08/2024,7.68,1,Ayuda en tareas,4,Abandonó,No,4.4
SESSION00278,Secundaria,Biología,28/11/2024,35.9,13,Redacción,2,Tarea completada,Sí,1.5
SESSION00279,Pregrado,Biología,08/02/2025,33.35,12,Estudio,4,Idea desarrollada,Sí,3.3
SESSION00280,Pregrado,Historia,30/11/2024,11.31,4,Estudio,4,Tarea completada,Sí,3.6
SESSION00281,Pregrado,Psicología,12/06/2025,6.85,1,Estudio,4,Confundido,No,3.9
SESSION00282,Pregrado,Ingeniería,03/02/2025,46.75,10,Redacción,4,Tarea completada,Sí,3.8
SESSION00283,Posgrado,Matemáticas,13/10/2024,30.02,7,Ayuda en tareas,3,Confundido,No,2.2
SESSION00284,Posgrado,Ingeniería,06/10/2024,25.69,6,Investigación,2,Abandonó,Sí,1.0
SESSION00285,Secundaria,Ciencias de la Computación,28/09/2024,32.81,9,Redacción,2,Tarea completada,Sí,1.0
SESSION00286,Pregrado,Historia,18/02/2025,16.3,5,Investigación,2,Confundido,No,1.0
SESSION00287,Posgrado,Ciencias de la Computación,22/05/2025,6.57,1,Estudio,2,Confundido,Sí,1.3
SESSION00288,Pregrado,Biología,04/06/2025,14.75,3,Estudio,4,Tarea completada,Sí,4.6
SESSION00289,Pregrado,Biología,11/08/2024,28.55,8,Ayuda en tareas,3,Tarea completada,Sí,3.2
SESSION00290,Secundaria,Ciencias de la Computación,25/03/2025,33.99,15,Estudio,5,Tarea completada,Sí,4.8
SESSION00291,Secundaria,Biología,04/12/2024,26.87,7,Estudio,4,Tarea completada,No,3.9
SESSION00292,Secundaria,Matemáticas,01/10/2024,16.5,3,Estudio,3,Tarea completada,No,2.2
SESSION00293,Secundaria,Biología,02/03/2025,32.25,8,Redacción,5,Tarea completada,No,4.1
SESSION00294,Secundaria,Biología,14/02/2025,47.14,14,Estudio,3,Confundido,Sí,2.6
SESSION00295,Pregrado,Biología,03/01/2025,51.31,17,Lluvia de ideas,3,Idea desarrollada,No,2.8
SESSION00296,Pregrado,Matemáticas,24/06/2024,7.44,1,Redacción,5,Idea desarrollada,No,5.0
SESSION00297,Pregrado,Historia,07/08/2024,5.22,1,Estudio,5,Confundido,No,5.0
SESSION00298,Pregrado,Psicología,28/11/2024,21.84,5,Redacción,3,Tarea completada,Sí,1.8
SESSION00299,Secundaria,Matemáticas,08/02/2025,16.6,3,Programación,4,Confundido,Sí,4.2
SESSION00300,Pregrado,Biología,06/09/2024,15.18,3,Programación,4,Tarea completada,Sí,4.6
SESSION00301,Pregrado,Biología,10/04/2025,7.5,2,Redacción,4,Idea desarrollada,Sí,5.0
SESSION00302,Secundaria,Psicología,30/09/2024,26.34,6,Redacción,4,Tarea completada,Sí,2.6
SESSION00303,Pregrado,Biología,19/03/2025,5.5,1,Ayuda en tareas,3,Confundido,Sí,2.4
SESSION00304,Pregrado,Matemáticas,12/08/2024,11.76,3,Investigación,3,Confundido,Sí,3.5
SESSION00305,Pregrado,Psicología,02/02/2025,25.46,10,Programación,2,Tarea completada,Sí,1.9
SESSION00306,Secundaria,Matemáticas,03/09/2024,9.37,2,Programación,4,Idea desarrollada,No,4.6
SESSION00307,Posgrado,Negocios,06/05/2025,7.17,2,Programación,1,Tarea completada,No,1.5
SESSION00308,Secundaria,Ingeniería,27/02/2025,5.81,1,Ayuda en tareas,5,Confundido,Sí,5.0
SESSION00309,Secundaria,Negocios,04/02/2025,35.62,13,Estudio,3,Idea desarrollada,Sí,2.5
SESSION00310,Pregrado,Negocios,09/08/2024,16.58,3,Redacción,2,Tarea completada,Sí,3.3
SESSION00311,Pregrado,Ciencias de la Computación,11/03/2025,3.82,1,Estudio,2,Abandonó,No,2.3
SESSION00312,Secundaria,Biología,28/09/2024,5.55,2,Estudio,3,Tarea completada,Sí,3.5
SESSION00313,Posgrado,Ingeniería,14/08/2024,33.36,12,Ayuda en tareas,5,Tarea completada,Sí,5.0
SESSION00314,Pregrado,Historia,27/03/2025,9.81,2,Ayuda en tareas,5,Tarea completada,Sí,5.0
SESSION00315,Secundaria,Historia,09/07/2024,47.09,15,Estudio,4,Tarea completada,Sí,4.8
SESSION00316,Pregrado,Ciencias de la Computación,21/09/2024,16.69,8,Programación,3,Tarea completada,Sí,2.5
SESSION00317,Pregrado,Historia,29/09/2024,31.75,10,Programación,5,Confundido,Sí,5.0
SESSION00318,Posgrado,Biología,09/04/2025,3.3,1,Redacción,4,Idea desarrollada,Sí,5.0
SESSION00319,Pregrado,Biología,12/07/2024,6.4,1,Programación,2,Tarea completada,Sí,1.8
SESSION00320,Pregrado,Historia,03/04/2025,4.74,1,Redacción,3,Confundido,Sí,3.7
SESSION00321,Posgrado,Psicología,22/07/2024,10.98,3,Ayuda en tareas,4,Idea desarrollada,Sí,5.0
SESSION00322,Pregrado,Negocios,16/03/2025,7.29,2,Redacción,2,Tarea completada,No,3.2
SESSION00323,Posgrado,Ingeniería,24/11/2024,32.5,10,Ayuda en tareas,3,Idea desarrollada,Sí,3.1
SESSION00324,Posgrado,Ingeniería,14/08/2024,14.26,2,Programación,4,Confundido,No,3.2
SESSION00325,Pregrado,Psicología,16/09/2024,4.1,1,Estudio,3,Idea desarrollada,Sí,4.1
SESSION00326,Pregrado,Negocios,09/10/2024,2.85,1,Redacción,5,Tarea completada,Sí,5.0
SESSION00327,Secundaria,Biología,06/08/2024,19.02,6,Estudio,2,Idea desarrollada,Sí,2.4
SESSION00328,Secundaria,Psicología,02/02/2025,16.06,4,Investigación,5,Abandonó,No,4.5
SESSION00329,Posgrado,Ciencias de la Computación,25/06/2024,25.85,5,Programación,3,Idea desarrollada,Sí,2.3
SESSION00330,Secundaria,Ciencias de la Computación,04/03/2025,40.09,14,Ayuda en tareas,4,Confundido,No,4.2
SESSION00331,Secundaria,Psicología,13/09/2024,43.18,11,Redacción,4,Tarea completada,Sí,4.6
SESSION00332,Pregrado,Negocios,29/03/2025,20.72,5,Estudio,4,Idea desarrollada,Sí,4.8
SESSION00333,Posgrado,Negocios,06/08/2024,32.63,12,Estudio,2,Tarea completada,Sí,2.0
SESSION00334,Posgrado,Historia,12/05/2025,25.56,8,Programación,4,Idea desarrollada,Sí,4.0
SESSION00335,Pregrado,Historia,21/03/2025,16.77,3,Estudio,3,Tarea completada,Sí,2.5
SESSION00336,Pregrado,Matemáticas,29/06/2024,11.91,3,Ayuda en tareas,5,Tarea completada,Sí,4.6
SESSION00337,Pregrado,Ciencias de la Computación,01/12/2024,41.87,9,Redacción,3,Confundido,No,2.4
SESSION00338,Pregrado,Ingeniería,04/08/2024,39.77,9,Redacción,3,Tarea completada,Sí,3.0
SESSION00339,Posgrado,Biología,03/11/2024,33.45,9,Redacción,4,Abandonó,No,3.7
SESSION00340,Pregrado,Negocios,12/09/2024,23.0,5,Programación,3,Confundido,No,3.8
SESSION00341,Pregrado,Ingeniería,14/12/2024,15.82,3,Ayuda en tareas,2,Tarea completada,Sí,1.0
SESSION00342,Pregrado,Negocios,19/08/2024,10.32,2,Redacción,2,Tarea completada,Sí,2.6
SESSION00343,Pregrado,Negocios,20/08/2024,15.62,6,Estudio,4,Idea desarrollada,Sí,3.1
SESSION00344,Secundaria,Matemáticas,01/04/2025,19.67,4,Redacción,4,Tarea completada,No,3.1
SESSION00345,Pregrado,Matemáticas,02/03/2025,12.47,3,Programación,4,Abandonó,Sí,4.0
SESSION00346,Posgrado,Psicología,25/04/2025,36.36,8,Redacción,4,Idea desarrollada,Sí,2.5
SESSION00347,Secundaria,Biología,10/08/2024,10.01,3,Estudio,4,Confundido,Sí,4.4
SESSION00348,Pregrado,Ciencias de la Computación,27/05/2025,15.63,4,Estudio,5,Confundido,Sí,5.0
SESSION00349,Pregrado,Historia,14/11/2024,7.9,1,Estudio,5,Tarea completada,Sí,5.0
SESSION00350,Pregrado,Negocios,28/10/2024,0.03,1,Ayuda en tareas,5,Idea desarrollada,Sí,5.0
SESSION00351,Pregrado,Ciencias de la Computación,30/11/2024,11.89,3,Redacción,1,Idea desarrollada,Sí,1.0
SESSION00352,Secundaria,Biología,18/11/2024,20.59,9,Estudio,2,Idea desarrollada,Sí,1.7
SESSION00353,Pregrado,Historia,07/03/2025,7.79,1,Redacción,2,Tarea completada,No,2.0
SESSION00354,Secundaria,Negocios,11/01/2025,14.18,4,Redacción,3,Tarea completada,Sí,2.7
SESSION00355,Secundaria,Negocios,15/03/2025,13.67,4,Redacción,5,Tarea completada,No,4.6
SESSION00356,Pregrado,Psicología,08/10/2024,22.26,8,Redacción,3,Idea desarrollada,No,3.5
SESSION00357,Pregrado,Biología,13/12/2024,5.67,1,Redacción,5,Confundido,No,4.5
SESSION00358,Pregrado,Ingeniería,08/03/2025,9.04,1,Lluvia de ideas,3,Idea desarrollada,Sí,3.9
SESSION00359,Secundaria,Historia,10/09/2024,39.09,8,Programación,3,Idea desarrollada,Sí,3.4
SESSION00360,Pregrado,Psicología,23/05/2025,24.22,5,Programación,3,Tarea completada,No,2.5
SESSION00361,Pregrado,Matemáticas,25/02/2025,10.69,3,Programación,4,Abandonó,No,4.4
SESSION00362,Pregrado,Historia,19/08/2024,10.15,3,Estudio,3,Idea desarrollada,Sí,3.4
SESSION00363,Pregrado,Negocios,12/09/2024,19.26,5,Redacción,4,Tarea completada,Sí,4.1
SESSION00364,Pregrado,Psicología,22/11/2024,7.04,2,Programación,3,Idea desarrollada,Sí,3.2
SESSION00365,Pregrado,Matemáticas,08/11/2024,14.84,3,Ayuda en tareas,5,Tarea completada,No,4.6
SESSION00366,Pregrado,Matemáticas,05/09/2024,9.61,2,Ayuda en tareas,4,Tarea completada,No,5.0
SESSION00367,Pregrado,Ciencias de la Computación,27/05/2025,14.03,6,Redacción,2,Idea desarrollada,No,1.2
SESSION00368,Secundaria,Psicología,09/03/2025,4.78,1,Programación,1,Abandonó,No,1.9
SESSION00369,Pregrado,Psicología,23/05/2025,12.03,3,Redacción,2,Tarea completada,Sí,2.9
SESSION00370,Posgrado,Historia,08/03/2025,0.94,1,Programación,3,Tarea completada,Sí,3.2
SESSION00371,Pregrado,Matemáticas,26/09/2024,7.55,3,Ayuda en tareas,3,Idea desarrollada,Sí,1.0
SESSION00372,Pregrado,Ingeniería,31/12/2024,11.97,2,Estudio,4,Idea desarrollada,No,3.8
SESSION00373,Pregrado,Biología,30/12/2024,21.68,4,Estudio,3,Tarea completada,Sí,3.3
SESSION00374,Pregrado,Matemáticas,08/10/2024,3.93,1,Programación,4,Tarea completada,Sí,4.5
SESSION00375,Pregrado,Negocios,10/12/2024,3.32,1,Programación,2,Tarea completada,No,2.1
SESSION00376,Secundaria,Biología,13/07/2024,13.91,3,Ayuda en tareas,5,Tarea completada,No,4.6
SESSION00377,Posgrado,Ingeniería,29/09/2024,8.47,1,Ayuda en tareas,4,Idea desarrollada,No,2.4
SESSION00378,Pregrado,Negocios,25/06/2024,6.53,2,Ayuda en tareas,3,Tarea completada,Sí,2.8
SESSION00379,Posgrado,Ingeniería,09/12/2024,30.96,6,Ayuda en tareas,4,Tarea completada,Sí,2.4
SESSION00380,Pregrado,Matemáticas,21/12/2024,17.85,5,Redacción,3,Tarea completada,Sí,5.0
SESSION00381,Pregrado,Psicología,24/08/2024,31.31,6,Programación,4,Confundido,Sí,4.1
SESSION00382,Posgrado,Matemáticas,17/07/2024,18.08,8,Lluvia de ideas,3,Confundido,No,3.5
SESSION00383,Secundaria,Negocios,23/04/2025,9.85,3,Programación,4,Tarea completada,Sí,3.8
SESSION00384,Posgrado,Psicología,04/06/2025,33.06,10,Programación,2,Tarea completada,No,1.1
SESSION00385,Pregrado,Psicología,13/05/2025,40.6,9,Estudio,2,Tarea completada,Sí,2.2
SESSION00386,Secundaria,Matemáticas,17/07/2024,11.01,2,Lluvia de ideas,2,Idea desarrollada,Sí,1.4
SESSION00387,Pregrado,Ingeniería,10/04/2025,10.49,4,Redacción,3,Idea desarrollada,No,4.7
SESSION00388,Pregrado,Historia,19/12/2024,17.66,4,Programación,2,Idea desarrollada,Sí,2.0
SESSION00389,Pregrado,Negocios,13/01/2025,61.31,18,Estudio,3,Tarea completada,Sí,3.2
SESSION00390,Pregrado,Historia,14/10/2024,28.8,6,Lluvia de ideas,2,Idea desarrollada,Sí,1.6
SESSION00391,Pregrado,Matemáticas,11/09/2024,3.53,1,Programación,3,Tarea completada,Sí,4.1
SESSION00392,Pregrado,Ingeniería,01/12/2024,12.87,4,Investigación,5,Tarea completada,Sí,5.0
SESSION00393,Posgrado,Ingeniería,05/08/2024,3.54,1,Redacción,4,Tarea completada,Sí,4.2
SESSION00394,Pregrado,Psicología,01/06/2025,6.99,2,Programación,2,Tarea completada,Sí,2.9
SESSION00395,Secundaria,Biología,13/10/2024,23.69,5,Estudio,3,Tarea completada,Sí,3.5
SESSION00396,Secundaria,Biología,17/08/2024,28.33,12,Programación,5,Confundido,No,5.0
SESSION00397,Secundaria,Historia,12/10/2024,22.81,5,Redacción,3,Idea desarrollada,Sí,3.7
SESSION00398,Pregrado,Negocios,10/10/2024,12.61,5,Ayuda en tareas,5,Confundido,Sí,4.2
SESSION00399,Secundaria,Biología,31/08/2024,5.02,1,Redacción,3,Tarea completada,Sí,2.3
SESSION00400,Posgrado,Historia,06/12/2024,35.16,7,Programación,5,Tarea completada,Sí,5.0
SESSION00401,Posgrado,Biología,18/04/2025,20.06,9,Redacción,4,Tarea completada,Sí,2.7
SESSION00402,Pregrado,Ingeniería,29/06/2024,7.0,2,Programación,3,Tarea completada,Sí,2.9
SESSION00403,Posgrado,Historia,24/12/2024,15.1,3,Redacción,2,Confundido,Sí,3.7
SESSION00404,Posgrado,Historia,25/04/2025,24.65,6,Programación,4,Idea desarrollada,Sí,4.3
SESSION00405,Pregrado,Biología,16/04/2025,17.26,3,Redacción,4,Idea desarrollada,Sí,4.6
SESSION00406,Posgrado,Biología,15/01/2025,5.97,2,Redacción,2,Idea desarrollada,Sí,1.0
SESSION00407,Pregrado,Historia,19/07/2024,51.62,11,Estudio,3,Abandonó,No,3.0
SESSION00408,Posgrado,Ingeniería,06/02/2025,3.38,1,Ayuda en tareas,2,Tarea completada,Sí,2.2
SESSION00409,Pregrado,Ingeniería,17/12/2024,10.12,4,Estudio,1,Idea desarrollada,Sí,1.0
SESSION00410,Pregrado,Ingeniería,06/11/2024,12.91,4,Programación,3,Confundido,No,3.1
SESSION00411,Posgrado,Historia,19/10/2024,7.62,2,Programación,4,Abandonó,No,5.0
SESSION00412,Pregrado,Negocios,01/03/2025,15.6,5,Estudio,3,Tarea completada,No,2.9
SESSION00413,Pregrado,Historia,19/09/2024,17.95,3,Investigación,2,Tarea completada,Sí,2.1
SESSION00414,Secundaria,Negocios,15/12/2024,62.76,17,Ayuda en tareas,4,Idea desarrollada,Sí,3.6
SESSION00415,Pregrado,Ingeniería,10/09/2024,8.1,1,Estudio,2,Idea desarrollada,Sí,1.0
SESSION00416,Pregrado,Psicología,18/03/2025,7.89,1,Estudio,4,Tarea completada,Sí,4.3
SESSION00417,Pregrado,Biología,25/05/2025,9.01,1,Redacción,4,Tarea completada,Sí,4.3
SESSION00418,Secundaria,Ingeniería,09/10/2024,28.71,6,Ayuda en tareas,5,Tarea completada,Sí,5.0
SESSION00419,Secundaria,Psicología,16/05/2025,25.06,6,Ayuda en tareas,5,Tarea completada,Sí,4.1
SESSION00420,Posgrado,Biología,26/12/2024,12.02,3,Redacción,4,Tarea completada,Sí,2.9
SESSION00421,Pregrado,Matemáticas,22/11/2024,3.64,1,Programación,2,Idea desarrollada,No,2.0
SESSION00422,Pregrado,Biología,06/10/2024,41.64,20,Ayuda en tareas,3,Tarea completada,No,4.5
SESSION00423,Pregrado,Historia,25/08/2024,29.96,8,Redacción,4,Idea desarrollada,No,4.7
SESSION00424,Pregrado,Matemáticas,27/12/2024,40.96,12,Lluvia de ideas,4,Abandonó,Sí,4.3
SESSION00425,Secundaria,Ingeniería,17/09/2024,19.56,6,Estudio,2,Tarea completada,Sí,2.0
SESSION00426,Posgrado,Ingeniería,11/12/2024,21.57,6,Ayuda en tareas,3,Tarea completada,No,2.3
SESSION00427,Posgrado,Negocios,10/06/2025,11.4,5,Redacción,3,Tarea completada,Sí,2.4
SESSION00428,Pregrado,Biología,14/08/2024,33.76,6,Redacción,4,Abandonó,No,4.0
SESSION00429,Posgrado,Negocios,30/06/2024,68.09,28,Ayuda en tareas,5,Tarea completada,No,5.0
SESSION00430,Posgrado,Negocios,23/04/2025,92.76,31,Ayuda en tareas,2,Idea desarrollada,Sí,1.6
SESSION00431,Pregrado,Matemáticas,23/09/2024,16.97,3,Estudio,4,Tarea completada,Sí,3.8
SESSION00432,Pregrado,Negocios,01/03/2025,7.47,1,Ayuda en tareas,3,Abandonó,No,2.6
SESSION00433,Secundaria,Ciencias de la Computación,29/12/2024,27.61,7,Redacción,2,Tarea completada,Sí,1.3
SESSION00434,Pregrado,Historia,20/11/2024,20.6,6,Estudio,2,Confundido,No,2.0
SESSION00435,Posgrado,Psicología,17/09/2024,17.54,4,Redacción,5,Tarea completada,Sí,4.7
SESSION00436,Pregrado,Ciencias de la Computación,24/01/2025,31.93,15,Programación,3,Confundido,No,2.6
SESSION00437,Secundaria,Psicología,07/01/2025,26.93,9,Programación,4,Confundido,No,3.6
SESSION00438,Posgrado,Ciencias de la Computación,28/02/2025,20.33,4,Programación,3,Tarea completada,Sí,3.0
SESSION00439,Secundaria,Ciencias de la Computación,21/06/2025,11.36,2,Estudio,3,Tarea completada,Sí,4.0
SESSION00440,Pregrado,Ciencias de la Computación,19/08/2024,7.84,1,Estudio,4,Idea desarrollada,Sí,5.0
SESSION00441,Pregrado,Psicología,05/08/2024,20.59,8,Redacción,3,Tarea completada,No,2.3
SESSION00442,Pregrado,Matemáticas,05/10/2024,18.72,7,Ayuda en tareas,5,Tarea completada,Sí,4.3
SESSION00443,Posgrado,Ingeniería,31/03/2025,18.87,8,Programación,3,Idea desarrollada,Sí,3.9
SESSION00444,Pregrado,Ciencias de la Computación,15/11/2024,11.1,2,Redacción,2,Tarea completada,Sí,1.8
SESSION00445,Pregrado,Matemáticas,12/01/2025,1.4,1,Ayuda en tareas,3,Abandonó,No,2.3
SESSION00446,Pregrado,Ingeniería,30/09/2024,1.25,1,Redacción,4,Tarea completada,Sí,4.5
SESSION00447,Pregrado,Psicología,18/03/2025,23.69,6,Programación,4,Idea desarrollada,Sí,4.0
SESSION00448,Pregrado,Ingeniería,01/08/2024,27.31,6,Programación,3,Tarea completada,Sí,2.3
SESSION00449,Pregrado,Psicología,07/10/2024,4.03,1,Lluvia de ideas,3,Tarea completada,Sí,2.5
SESSION00450,Pregrado,Negocios,24/05/2025,19.75,4,Programación,3,Tarea completada,Sí,4.3
SESSION00451,Pregrado,Ingeniería,06/03/2025,11.61,4,Ayuda en tareas,2,Idea desarrollada,Sí,2.3
SESSION00452,Posgrado,Biología,10/01/2025,22.5,10,Estudio,3,Confundido,No,4.9
SESSION00453,Pregrado,Ingeniería,30/04/2025,22.48,9,Programación,3,Abandonó,Sí,2.3
SESSION00454,Pregrado,Ingeniería,22/10/2024,8.93,2,Redacción,3,Tarea completada,Sí,4.0
SESSION00455,Secundaria,Ingeniería,09/04/2025,5.1,1,Redacción,5,Tarea completada,Sí,4.1
SESSION00456,Posgrado,Psicología,27/11/2024,31.16,14,Redacción,3,Tarea completada,Sí,2.6
SESSION00457,Posgrado,Matemáticas,01/07/2024,13.58,2,Redacción,3,Confundido,No,3.7
SESSION00458,Posgrado,Matemáticas,18/07/2024,17.76,4,Ayuda en tareas,2,Tarea completada,Sí,2.5
SESSION00459,Posgrado,Ingeniería,30/01/2025,6.17,1,Programación,3,Idea desarrollada,Sí,4.6
SESSION00460,Posgrado,Biología,02/06/2025,21.22,4,Redacción,4,Tarea completada,Sí,3.0
SESSION00461,Pregrado,Negocios,04/08/2024,11.57,4,Programación,3,Tarea completada,No,1.4
SESSION00462,Posgrado,Psicología,25/09/2024,30.38,14,Programación,3,Tarea completada,Sí,2.5
SESSION00463,Pregrado,Historia,08/06/2025,47.81,20,Estudio,4,Confundido,No,3.1
SESSION00464,Pregrado,Historia,11/10/2024,13.14,4,Redacción,5,Tarea completada,No,4.8
SESSION00465,Secundaria,Matemáticas,29/09/2024,1.38,1,Estudio,3,Tarea completada,Sí,3.6
SESSION00466,Pregrado,Matemáticas,04/05/2025,36.05,8,Redacción,3,Tarea completada,Sí,3.3
SESSION00467,Pregrado,Historia,26/09/2024,0.94,1,Programación,3,Tarea completada,Sí,4.5
SESSION00468,Pregrado,Historia,14/04/2025,17.44,4,Estudio,3,Abandonó,Sí,2.5
SESSION00469,Posgrado,Biología,10/03/2025,14.24,4,Redacción,5,Idea desarrollada,Sí,5.0
SESSION00470,Secundaria,Ingeniería,20/06/2025,5.23,1,Estudio,5,Idea desarrollada,No,4.5
SESSION00471,Pregrado,Psicología,25/01/2025,11.23,3,Programación,2,Tarea completada,Sí,1.4
SESSION00472,Pregrado,Negocios,22/05/2025,17.09,3,Investigación,3,Confundido,Sí,4.2
SESSION00473,Pregrado,Negocios,17/02/2025,24.63,4,Programación,4,Idea desarrollada,No,5.0
SESSION00474,Pregrado,Ciencias de la Computación,02/02/2025,4.78,1,Investigación,3,Tarea completada,Sí,3.3
SESSION00475,Posgrado,Historia,30/04/2025,18.57,4,Ayuda en tareas,4,Tarea completada,No,3.7
SESSION00476,Pregrado,Negocios,18/06/2025,8.41,2,Lluvia de ideas,3,Idea desarrollada,Sí,2.3
SESSION00477,Posgrado,Negocios,15/01/2025,4.79,1,Estudio,4,Idea desarrollada,Sí,3.4
SESSION00478,Pregrado,Ingeniería,17/06/2025,3.51,1,Redacción,3,Tarea completada,No,3.9
SESSION00479,Pregrado,Matemáticas,03/09/2024,13.31,3,Estudio,2,Idea desarrollada,Sí,1.0
SESSION00480,Pregrado,Ingeniería,22/02/2025,10.77,2,Estudio,3,Idea desarrollada,Sí,3.7
SESSION00481,Secundaria,Negocios,03/01/2025,5.43,2,Estudio,4,Abandonó,Sí,4.5
SESSION00482,Posgrado,Biología,15/01/2025,17.2,6,Ayuda en tareas,1,Idea desarrollada,Sí,1.0
SESSION00483,Posgrado,Historia,25/06/2024,11.35,2,Ayuda en tareas,2,Tarea completada,Sí,2.3
SESSION00484,Posgrado,Ingeniería,20/08/2024,48.43,13,Programación,4,Idea desarrollada,Sí,3.9
SESSION00485,Posgrado,Matemáticas,01/07/2024,20.67,4,Ayuda en tareas,4,Confundido,Sí,4.6
SESSION00486,Posgrado,Historia,29/10/2024,19.91,4,Estudio,4,Idea desarrollada,Sí,2.9
SESSION00487,Pregrado,Biología,18/04/2025,6.9,1,Estudio,3,Confundido,No,4.3
SESSION00488,Pregrado,Negocios,18/03/2025,50.52,12,Programación,3,Tarea completada,Sí,3.4
SESSION00489,Secundaria,Psicología,18/04/2025,41.71,8,Programación,3,Tarea completada,Sí,2.9
